"","bullet1","bullet2","cmps.max","cmps.maxbar","cmps.max.m","cmps.maxbar.m","type_truth","type"
"407","Barrel 7 Bullet 2","Barrel 8 Bullet 2",4,2.5,4,2.5,"KNM","KNM"
"408","Barrel 7 Bullet 2","Barrel 9 Bullet 1",3,2,3,2,"KNM","KNM"
"409","Barrel 7 Bullet 2","Barrel 9 Bullet 2",6,2.66666666666667,6,2.66666666666667,"KNM","KNM"
"410","Barrel 7 Bullet 2","Unknowns Bullet 'E'",12,8.83333333333333,12,10.4,"KM","UKN"
"411","Barrel 7 Bullet 2","Unknowns Bullet 'F'",3,2,3,2,"KNM","UKN"
"412","Barrel 7 Bullet 2","Unknowns Bullet 'G'",4,2,4,2,"KNM","UKN"
"413","Barrel 7 Bullet 2","Unknowns Bullet 'H'",4,2.5,4,2.5,"KNM","UKN"
"414","Barrel 7 Bullet 2","Unknowns Bullet 'I'",4,2.83333333333333,4,2.8,"KNM","UKN"
"415","Barrel 7 Bullet 2","Unknowns Bullet 'J'",3,2,3,2,"KNM","UKN"
"416","Barrel 7 Bullet 2","Unknowns Bullet 'K'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"417","Barrel 7 Bullet 2","Unknowns Bullet 'L'",5,2.66666666666667,5,2.66666666666667,"KNM","UKN"
"418","Barrel 7 Bullet 2","Unknowns Bullet 'O'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"419","Barrel 7 Bullet 2","Unknowns Bullet 'P'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"420","Barrel 7 Bullet 2","Unknowns Bullet 'S'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"421","Barrel 7 Bullet 2","Unknowns Bullet 'T'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"422","Barrel 7 Bullet 2","Unknowns Bullet 'U'",15,10.8333333333333,15,10.8333333333333,"KM","UKN"
"423","Barrel 7 Bullet 2","Unknowns Bullet 'X'",16,11.1666666666667,16,11.1666666666667,"KM","UKN"
"424","Barrel 7 Bullet 2","Unknowns Bullet 'Y'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"425","Barrel 8 Bullet 1","Barrel 8 Bullet 2",20,8,20,9.4,"KM","KM"
"426","Barrel 8 Bullet 1","Barrel 9 Bullet 1",4,2.16666666666667,4,2.2,"KNM","KNM"
"427","Barrel 8 Bullet 1","Barrel 9 Bullet 2",4,2,4,2,"KNM","KNM"
"428","Barrel 8 Bullet 1","Unknowns Bullet 'E'",3,2.33333333333333,3,2.25,"KNM","UKN"
"429","Barrel 8 Bullet 1","Unknowns Bullet 'F'",16,8.83333333333333,16,10.2,"KM","UKN"
"430","Barrel 8 Bullet 1","Unknowns Bullet 'G'",3,2.33333333333333,3,2.2,"KNM","UKN"
"431","Barrel 8 Bullet 1","Unknowns Bullet 'H'",5,2.16666666666667,3,2.2,"KNM","UKN"
"432","Barrel 8 Bullet 1","Unknowns Bullet 'I'",4,2,4,2.25,"KNM","UKN"
"433","Barrel 8 Bullet 1","Unknowns Bullet 'J'",5,2.5,3,2.2,"KNM","UKN"
"434","Barrel 8 Bullet 1","Unknowns Bullet 'K'",3,2.16666666666667,3,2.2,"KNM","UKN"
"435","Barrel 8 Bullet 1","Unknowns Bullet 'L'",4,2.16666666666667,4,2.2,"KNM","UKN"
"436","Barrel 8 Bullet 1","Unknowns Bullet 'O'",4,2,4,2,"KNM","UKN"
"437","Barrel 8 Bullet 1","Unknowns Bullet 'P'",6,2.66666666666667,6,2.8,"KNM","UKN"
"438","Barrel 8 Bullet 1","Unknowns Bullet 'S'",4,2,4,2,"KNM","UKN"
"439","Barrel 8 Bullet 1","Unknowns Bullet 'T'",3,2.16666666666667,3,2.2,"KNM","UKN"
"440","Barrel 8 Bullet 1","Unknowns Bullet 'U'",3,2,3,2,"KNM","UKN"
"441","Barrel 8 Bullet 1","Unknowns Bullet 'X'",4,2,3,2,"KNM","UKN"
"442","Barrel 8 Bullet 1","Unknowns Bullet 'Y'",5,2.33333333333333,3,2,"KNM","UKN"
"443","Barrel 8 Bullet 2","Barrel 9 Bullet 1",5,2,5,2,"KNM","KNM"
"444","Barrel 8 Bullet 2","Barrel 9 Bullet 2",5,2.5,5,2.5,"KNM","KNM"
"445","Barrel 8 Bullet 2","Unknowns Bullet 'E'",4,2.16666666666667,4,2.2,"KNM","UKN"
"446","Barrel 8 Bullet 2","Unknowns Bullet 'F'",19,9.5,19,9.5,"KM","UKN"
"447","Barrel 8 Bullet 2","Unknowns Bullet 'G'",3,1.83333333333333,3,1.83333333333333,"KNM","UKN"
"448","Barrel 8 Bullet 2","Unknowns Bullet 'H'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"449","Barrel 8 Bullet 2","Unknowns Bullet 'I'",3,1.83333333333333,3,2,"KNM","UKN"
"450","Barrel 8 Bullet 2","Unknowns Bullet 'J'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"451","Barrel 8 Bullet 2","Unknowns Bullet 'K'",5,2.33333333333333,5,2.33333333333333,"KNM","UKN"
"452","Barrel 8 Bullet 2","Unknowns Bullet 'L'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"453","Barrel 8 Bullet 2","Unknowns Bullet 'O'",3,1.83333333333333,3,1.83333333333333,"KNM","UKN"
"454","Barrel 8 Bullet 2","Unknowns Bullet 'P'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"455","Barrel 8 Bullet 2","Unknowns Bullet 'S'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"456","Barrel 8 Bullet 2","Unknowns Bullet 'T'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"457","Barrel 8 Bullet 2","Unknowns Bullet 'U'",4,1.83333333333333,4,1.83333333333333,"KNM","UKN"
"458","Barrel 8 Bullet 2","Unknowns Bullet 'X'",4,2,4,2,"KNM","UKN"
"459","Barrel 8 Bullet 2","Unknowns Bullet 'Y'",4,2,4,2,"KNM","UKN"
"460","Barrel 9 Bullet 1","Barrel 9 Bullet 2",17,11.1666666666667,17,11.1666666666667,"KM","KM"
"461","Barrel 9 Bullet 1","Unknowns Bullet 'E'",3,2,3,2,"KNM","UKN"
"462","Barrel 9 Bullet 1","Unknowns Bullet 'F'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"463","Barrel 9 Bullet 1","Unknowns Bullet 'G'",4,2.5,4,2.5,"KNM","UKN"
"464","Barrel 9 Bullet 1","Unknowns Bullet 'H'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"465","Barrel 9 Bullet 1","Unknowns Bullet 'I'",4,2.16666666666667,4,2.4,"KNM","UKN"
"466","Barrel 9 Bullet 1","Unknowns Bullet 'J'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"467","Barrel 9 Bullet 1","Unknowns Bullet 'K'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"468","Barrel 9 Bullet 1","Unknowns Bullet 'L'",4,2.5,4,2.5,"KNM","UKN"
"469","Barrel 9 Bullet 1","Unknowns Bullet 'O'",4,2.5,4,2.5,"KNM","UKN"
"470","Barrel 9 Bullet 1","Unknowns Bullet 'P'",3,2,3,2,"KNM","UKN"
"471","Barrel 9 Bullet 1","Unknowns Bullet 'S'",4,2.5,4,2.5,"KNM","UKN"
"472","Barrel 9 Bullet 1","Unknowns Bullet 'T'",18,14.1666666666667,18,14.1666666666667,"KM","UKN"
"473","Barrel 9 Bullet 1","Unknowns Bullet 'U'",3,1.83333333333333,3,1.83333333333333,"KNM","UKN"
"474","Barrel 9 Bullet 1","Unknowns Bullet 'X'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"475","Barrel 9 Bullet 1","Unknowns Bullet 'Y'",5,2.33333333333333,5,2.33333333333333,"KNM","UKN"
"476","Barrel 9 Bullet 2","Unknowns Bullet 'E'",3,2,3,2.2,"KNM","UKN"
"477","Barrel 9 Bullet 2","Unknowns Bullet 'F'",5,2.16666666666667,5,2.16666666666667,"KNM","UKN"
"478","Barrel 9 Bullet 2","Unknowns Bullet 'G'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"479","Barrel 9 Bullet 2","Unknowns Bullet 'H'",4,2,4,2,"KNM","UKN"
"480","Barrel 9 Bullet 2","Unknowns Bullet 'I'",4,2.16666666666667,4,2.4,"KNM","UKN"
"481","Barrel 9 Bullet 2","Unknowns Bullet 'J'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"482","Barrel 9 Bullet 2","Unknowns Bullet 'K'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"483","Barrel 9 Bullet 2","Unknowns Bullet 'L'",3,2.5,3,2.5,"KNM","UKN"
"484","Barrel 9 Bullet 2","Unknowns Bullet 'O'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"485","Barrel 9 Bullet 2","Unknowns Bullet 'P'",4,2.83333333333333,4,2.83333333333333,"KNM","UKN"
"486","Barrel 9 Bullet 2","Unknowns Bullet 'S'",5,2.83333333333333,5,2.83333333333333,"KNM","UKN"
"487","Barrel 9 Bullet 2","Unknowns Bullet 'T'",18,11.5,18,11.5,"KM","UKN"
"488","Barrel 9 Bullet 2","Unknowns Bullet 'U'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"489","Barrel 9 Bullet 2","Unknowns Bullet 'X'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"490","Barrel 9 Bullet 2","Unknowns Bullet 'Y'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"491","Unknowns Bullet 'E'","Unknowns Bullet 'F'",3,2,3,2.2,"KNM","UKN"
"492","Unknowns Bullet 'E'","Unknowns Bullet 'G'",3,2.16666666666667,3,2.2,"KNM","UKN"
"493","Unknowns Bullet 'E'","Unknowns Bullet 'H'",3,2,3,1.8,"KNM","UKN"
"494","Unknowns Bullet 'E'","Unknowns Bullet 'I'",4,2,4,2.5,"KNM","UKN"
"495","Unknowns Bullet 'E'","Unknowns Bullet 'J'",4,2.33333333333333,4,2.2,"KNM","UKN"
"496","Unknowns Bullet 'E'","Unknowns Bullet 'K'",2,1.83333333333333,2,1.8,"KNM","UKN"
"497","Unknowns Bullet 'E'","Unknowns Bullet 'L'",5,2.33333333333333,5,2.6,"KNM","UKN"
"498","Unknowns Bullet 'E'","Unknowns Bullet 'O'",3,2.16666666666667,3,2,"KNM","UKN"
"499","Unknowns Bullet 'E'","Unknowns Bullet 'P'",3,2.33333333333333,3,2.2,"KNM","UKN"
"500","Unknowns Bullet 'E'","Unknowns Bullet 'S'",3,2.16666666666667,3,2.2,"KNM","UKN"
"501","Unknowns Bullet 'E'","Unknowns Bullet 'T'",4,2.33333333333333,4,2.4,"KNM","UKN"
"502","Unknowns Bullet 'E'","Unknowns Bullet 'U'",19,12,19,14.2,"KM","UKN"
"503","Unknowns Bullet 'E'","Unknowns Bullet 'X'",17,10.6666666666667,17,12.6,"KM","UKN"
"504","Unknowns Bullet 'E'","Unknowns Bullet 'Y'",3,2.16666666666667,3,2.2,"KNM","UKN"
"505","Unknowns Bullet 'F'","Unknowns Bullet 'G'",5,2.83333333333333,5,2.83333333333333,"KNM","UKN"
"506","Unknowns Bullet 'F'","Unknowns Bullet 'H'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"507","Unknowns Bullet 'F'","Unknowns Bullet 'I'",4,2,4,2.2,"KNM","UKN"
"508","Unknowns Bullet 'F'","Unknowns Bullet 'J'",5,2.16666666666667,5,2.16666666666667,"KNM","UKN"
"509","Unknowns Bullet 'F'","Unknowns Bullet 'K'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"510","Unknowns Bullet 'F'","Unknowns Bullet 'L'",3,2,3,2,"KNM","UKN"
"511","Unknowns Bullet 'F'","Unknowns Bullet 'O'",3,1.66666666666667,3,1.66666666666667,"KNM","UKN"
"512","Unknowns Bullet 'F'","Unknowns Bullet 'P'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"513","Unknowns Bullet 'F'","Unknowns Bullet 'S'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"514","Unknowns Bullet 'F'","Unknowns Bullet 'T'",3,2,3,2,"KNM","UKN"
"515","Unknowns Bullet 'F'","Unknowns Bullet 'U'",3,2,3,2,"KNM","UKN"
"516","Unknowns Bullet 'F'","Unknowns Bullet 'X'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"517","Unknowns Bullet 'F'","Unknowns Bullet 'Y'",4,2,4,2,"KNM","UKN"
"518","Unknowns Bullet 'G'","Unknowns Bullet 'H'",3,2,3,2,"KNM","UKN"
"519","Unknowns Bullet 'G'","Unknowns Bullet 'I'",4,2,4,2.2,"KNM","UKN"
"520","Unknowns Bullet 'G'","Unknowns Bullet 'J'",3,1.83333333333333,3,1.83333333333333,"KNM","UKN"
"521","Unknowns Bullet 'G'","Unknowns Bullet 'K'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"522","Unknowns Bullet 'G'","Unknowns Bullet 'L'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"523","Unknowns Bullet 'G'","Unknowns Bullet 'O'",3,2,3,2,"KNM","UKN"
"524","Unknowns Bullet 'G'","Unknowns Bullet 'P'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"525","Unknowns Bullet 'G'","Unknowns Bullet 'S'",4,2.5,4,2.5,"KNM","UKN"
"526","Unknowns Bullet 'G'","Unknowns Bullet 'T'",2,2,2,2,"KNM","UKN"
"527","Unknowns Bullet 'G'","Unknowns Bullet 'U'",3,1.83333333333333,3,1.83333333333333,"KNM","UKN"
"528","Unknowns Bullet 'G'","Unknowns Bullet 'X'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"529","Unknowns Bullet 'G'","Unknowns Bullet 'Y'",14,10.6666666666667,14,10.6666666666667,"KM","UKN"
"530","Unknowns Bullet 'H'","Unknowns Bullet 'I'",12,6,12,6.6,"KM","UKN"
"531","Unknowns Bullet 'H'","Unknowns Bullet 'J'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"532","Unknowns Bullet 'H'","Unknowns Bullet 'K'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"533","Unknowns Bullet 'H'","Unknowns Bullet 'L'",5,2,5,2,"KNM","UKN"
"534","Unknowns Bullet 'H'","Unknowns Bullet 'O'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"535","Unknowns Bullet 'H'","Unknowns Bullet 'P'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"536","Unknowns Bullet 'H'","Unknowns Bullet 'S'",3,2.5,3,2.5,"KNM","UKN"
"537","Unknowns Bullet 'H'","Unknowns Bullet 'T'",4,1.83333333333333,4,1.83333333333333,"KNM","UKN"
"538","Unknowns Bullet 'H'","Unknowns Bullet 'U'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"539","Unknowns Bullet 'H'","Unknowns Bullet 'X'",3,1.83333333333333,3,1.83333333333333,"KNM","UKN"
"540","Unknowns Bullet 'H'","Unknowns Bullet 'Y'",3,1.83333333333333,3,1.83333333333333,"KNM","UKN"
"541","Unknowns Bullet 'I'","Unknowns Bullet 'J'",3,2.16666666666667,3,2,"KNM","UKN"
"542","Unknowns Bullet 'I'","Unknowns Bullet 'K'",5,2.5,5,2.6,"KNM","UKN"
"543","Unknowns Bullet 'I'","Unknowns Bullet 'L'",3,1.83333333333333,3,1.8,"KNM","UKN"
"544","Unknowns Bullet 'I'","Unknowns Bullet 'O'",3,2.16666666666667,3,2.2,"KNM","UKN"
"545","Unknowns Bullet 'I'","Unknowns Bullet 'P'",4,2.16666666666667,4,2.4,"KNM","UKN"
"546","Unknowns Bullet 'I'","Unknowns Bullet 'S'",6,2.5,6,2.4,"KNM","UKN"
"547","Unknowns Bullet 'I'","Unknowns Bullet 'T'",5,2.5,5,2.8,"KNM","UKN"
"548","Unknowns Bullet 'I'","Unknowns Bullet 'U'",5,2.66666666666667,5,2.6,"KNM","UKN"
"549","Unknowns Bullet 'I'","Unknowns Bullet 'X'",4,2,4,2.2,"KNM","UKN"
"550","Unknowns Bullet 'I'","Unknowns Bullet 'Y'",3,2.33333333333333,3,2.4,"KNM","UKN"
"551","Unknowns Bullet 'J'","Unknowns Bullet 'K'",5,2.5,5,2.5,"KNM","UKN"
"552","Unknowns Bullet 'J'","Unknowns Bullet 'L'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"553","Unknowns Bullet 'J'","Unknowns Bullet 'O'",4,2.5,4,2.5,"KNM","UKN"
"554","Unknowns Bullet 'J'","Unknowns Bullet 'P'",11,9,11,9,"KM","UKN"
"555","Unknowns Bullet 'J'","Unknowns Bullet 'S'",3,2,3,2,"KNM","UKN"
"556","Unknowns Bullet 'J'","Unknowns Bullet 'T'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"557","Unknowns Bullet 'J'","Unknowns Bullet 'U'",4,2,4,2,"KNM","UKN"
"558","Unknowns Bullet 'J'","Unknowns Bullet 'X'",4,2.83333333333333,4,2.83333333333333,"KNM","UKN"
"559","Unknowns Bullet 'J'","Unknowns Bullet 'Y'",4,2.5,4,2.5,"KNM","UKN"
"560","Unknowns Bullet 'K'","Unknowns Bullet 'L'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"561","Unknowns Bullet 'K'","Unknowns Bullet 'O'",4,2,4,2,"KNM","UKN"
"562","Unknowns Bullet 'K'","Unknowns Bullet 'P'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"563","Unknowns Bullet 'K'","Unknowns Bullet 'S'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"564","Unknowns Bullet 'K'","Unknowns Bullet 'T'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"565","Unknowns Bullet 'K'","Unknowns Bullet 'U'",3,2,3,2,"KNM","UKN"
"566","Unknowns Bullet 'K'","Unknowns Bullet 'X'",3,1.83333333333333,3,1.83333333333333,"KNM","UKN"
"567","Unknowns Bullet 'K'","Unknowns Bullet 'Y'",3,2,3,2,"KNM","UKN"
"568","Unknowns Bullet 'L'","Unknowns Bullet 'O'",3,2,3,2,"KNM","UKN"
"569","Unknowns Bullet 'L'","Unknowns Bullet 'P'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"570","Unknowns Bullet 'L'","Unknowns Bullet 'S'",5,2.5,5,2.5,"KNM","UKN"
"571","Unknowns Bullet 'L'","Unknowns Bullet 'T'",3,2,3,2,"KNM","UKN"
"572","Unknowns Bullet 'L'","Unknowns Bullet 'U'",4,2,4,2,"KNM","UKN"
"573","Unknowns Bullet 'L'","Unknowns Bullet 'X'",5,2.33333333333333,5,2.33333333333333,"KNM","UKN"
"574","Unknowns Bullet 'L'","Unknowns Bullet 'Y'",3,2,3,2,"KNM","UKN"
"575","Unknowns Bullet 'O'","Unknowns Bullet 'P'",3,2,3,2,"KNM","UKN"
"576","Unknowns Bullet 'O'","Unknowns Bullet 'S'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"577","Unknowns Bullet 'O'","Unknowns Bullet 'T'",4,1.83333333333333,4,1.83333333333333,"KNM","UKN"
"578","Unknowns Bullet 'O'","Unknowns Bullet 'U'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"579","Unknowns Bullet 'O'","Unknowns Bullet 'X'",3,1.66666666666667,3,1.66666666666667,"KNM","UKN"
"580","Unknowns Bullet 'O'","Unknowns Bullet 'Y'",3,2.33333333333333,3,2.33333333333333,"KNM","UKN"
"581","Unknowns Bullet 'P'","Unknowns Bullet 'S'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"582","Unknowns Bullet 'P'","Unknowns Bullet 'T'",4,2.5,4,2.5,"KNM","UKN"
"583","Unknowns Bullet 'P'","Unknowns Bullet 'U'",3,2,3,2,"KNM","UKN"
"584","Unknowns Bullet 'P'","Unknowns Bullet 'X'",3,2.16666666666667,3,2.16666666666667,"KNM","UKN"
"585","Unknowns Bullet 'P'","Unknowns Bullet 'Y'",4,2.33333333333333,4,2.33333333333333,"KNM","UKN"
"586","Unknowns Bullet 'S'","Unknowns Bullet 'T'",4,2,4,2,"KNM","UKN"
"587","Unknowns Bullet 'S'","Unknowns Bullet 'U'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"588","Unknowns Bullet 'S'","Unknowns Bullet 'X'",3,1.83333333333333,3,1.83333333333333,"KNM","UKN"
"589","Unknowns Bullet 'S'","Unknowns Bullet 'Y'",3,1.66666666666667,3,1.66666666666667,"KNM","UKN"
"590","Unknowns Bullet 'T'","Unknowns Bullet 'U'",4,2.16666666666667,4,2.16666666666667,"KNM","UKN"
"591","Unknowns Bullet 'T'","Unknowns Bullet 'X'",4,1.83333333333333,4,1.83333333333333,"KNM","UKN"
"592","Unknowns Bullet 'T'","Unknowns Bullet 'Y'",4,2,4,2,"KNM","UKN"
"593","Unknowns Bullet 'U'","Unknowns Bullet 'X'",21,12.5,21,12.5,"KM","UKN"
"594","Unknowns Bullet 'U'","Unknowns Bullet 'Y'",3,2,3,2,"KNM","UKN"
"595","Unknowns Bullet 'X'","Unknowns Bullet 'Y'",6,3.16666666666667,6,3.16666666666667,"KNM","UKN"
