"","bullet1","bullet2","cmps.max","cmps.maxbar","cmps.max.m","cmps.maxbar.m","type","type_truth"
"76","Br10 1","Br5 2",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"77","Br10 1","Br6 1",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"78","Br10 1","Br6 2",5,2.5,5,2.6,"KNM","KNM"
"79","Br10 1","Br7 1",4,2.16666666666667,4,2.16666666666667,"KNM","KNM"
"80","Br10 1","Br7 2",4,2,4,2,"KNM","KNM"
"81","Br10 1","Br8 1",3,2,3,2,"KNM","KNM"
"82","Br10 1","Br8 2",3,1.83333333333333,3,1.83333333333333,"KNM","KNM"
"83","Br10 1","Br9 1",5,2.33333333333333,5,2.33333333333333,"KNM","KNM"
"84","Br10 1","Br9 2",3,1.83333333333333,3,2,"KNM","KNM"
"85","Br10 1","Ukn B",3,2,3,2,"Ukn","KNM"
"86","Br10 1","Ukn C",4,2.5,4,2.5,"Ukn","KNM"
"87","Br10 1","Ukn D",5,2.33333333333333,5,2.33333333333333,"Ukn","KNM"
"88","Br10 1","Ukn E",3,2.33333333333333,3,2.33333333333333,"Ukn","KNM"
"89","Br10 1","Ukn F",3,1.83333333333333,3,1.83333333333333,"Ukn","KNM"
"90","Br10 1","Ukn H",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"91","Br10 1","Ukn J",4,2,4,2,"Ukn","KNM"
"92","Br10 1","Ukn L",3,2,3,2,"Ukn","KNM"
"93","Br10 1","Ukn M",3,2,3,2,"Ukn","KNM"
"94","Br10 1","Ukn Q",13,7.83333333333333,13,9,"Ukn","KM"
"95","Br10 1","Ukn S",3,2.5,3,2.5,"Ukn","KNM"
"96","Br10 1","Ukn U",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"97","Br10 1","Ukn X",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"98","Br10 1","Ukn Y",5,2.16666666666667,5,2.16666666666667,"Ukn","KNM"
"99","Br10 1","Ukn Z",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"100","Br10 2","Br2 1",4,2.5,4,2.5,"KNM","KNM"
"101","Br10 2","Br2 2",4,2.5,4,2.5,"KNM","KNM"
"102","Br10 2","Br3 1",3,2,3,2,"KNM","KNM"
"103","Br10 2","Br3 2",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"104","Br10 2","Br4 1",3,1.83333333333333,3,1.83333333333333,"KNM","KNM"
"105","Br10 2","Br4 2",3,2.33333333333333,3,2.33333333333333,"KNM","KNM"
"106","Br10 2","Br5 1",3,2,3,2,"KNM","KNM"
"107","Br10 2","Br5 2",4,2.5,4,2.5,"KNM","KNM"
"108","Br10 2","Br6 1",4,2,4,2,"KNM","KNM"
"109","Br10 2","Br6 2",3,2,3,2,"KNM","KNM"
"110","Br10 2","Br7 1",3,2,3,2,"KNM","KNM"
"111","Br10 2","Br7 2",4,2.16666666666667,4,2.16666666666667,"KNM","KNM"
"112","Br10 2","Br8 1",4,2.66666666666667,4,2.66666666666667,"KNM","KNM"
"113","Br10 2","Br8 2",3,1.83333333333333,3,1.83333333333333,"KNM","KNM"
"114","Br10 2","Br9 1",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"115","Br10 2","Br9 2",3,2,3,2.2,"KNM","KNM"
"116","Br10 2","Ukn B",2,1.83333333333333,2,1.8,"Ukn","KNM"
"117","Br10 2","Ukn C",4,2,4,2,"Ukn","KNM"
"118","Br10 2","Ukn D",4,2,4,2,"Ukn","KNM"
"119","Br10 2","Ukn E",4,2,4,2,"Ukn","KNM"
"120","Br10 2","Ukn F",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"121","Br10 2","Ukn H",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"122","Br10 2","Ukn J",3,2,3,2,"Ukn","KNM"
"123","Br10 2","Ukn L",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"124","Br10 2","Ukn M",4,2.5,4,2.5,"Ukn","KNM"
"125","Br10 2","Ukn Q",16,9.16666666666667,16,10.4,"Ukn","KM"
"126","Br10 2","Ukn S",6,2.66666666666667,6,2.66666666666667,"Ukn","KNM"
"127","Br10 2","Ukn U",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"128","Br10 2","Ukn X",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"129","Br10 2","Ukn Y",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"130","Br10 2","Ukn Z",3,2,3,2,"Ukn","KNM"
"131","Br2 1","Br2 2",17,12.8333333333333,17,12.8333333333333,"KM","KM"
"132","Br2 1","Br3 1",4,1.83333333333333,4,2,"KNM","KNM"
"133","Br2 1","Br3 2",4,2,4,2,"KNM","KNM"
"134","Br2 1","Br4 1",4,2.33333333333333,4,2.33333333333333,"KNM","KNM"
"135","Br2 1","Br4 2",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"136","Br2 1","Br5 1",6,2.66666666666667,6,2.66666666666667,"KNM","KNM"
"137","Br2 1","Br5 2",5,2.16666666666667,5,2.16666666666667,"KNM","KNM"
"138","Br2 1","Br6 1",3,2.33333333333333,3,2.33333333333333,"KNM","KNM"
"139","Br2 1","Br6 2",4,2.16666666666667,3,2.2,"KNM","KNM"
"140","Br2 1","Br7 1",3,2,3,2,"KNM","KNM"
"141","Br2 1","Br7 2",3,1.83333333333333,3,1.83333333333333,"KNM","KNM"
"142","Br2 1","Br8 1",4,2.33333333333333,4,2.33333333333333,"KNM","KNM"
"143","Br2 1","Br8 2",3,2,3,2,"KNM","KNM"
"144","Br2 1","Br9 1",3,2,3,2,"KNM","KNM"
"145","Br2 1","Br9 2",4,2.5,3,2.6,"KNM","KNM"
"146","Br2 1","Ukn B",4,2,4,2,"Ukn","KNM"
"147","Br2 1","Ukn C",5,2.5,5,2.5,"Ukn","KNM"
"148","Br2 1","Ukn D",5,2.83333333333333,5,2.83333333333333,"Ukn","KNM"
"149","Br2 1","Ukn E",3,2.33333333333333,3,2.33333333333333,"Ukn","KNM"
"150","Br2 1","Ukn F",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"151","Br2 1","Ukn H",22,15.8333333333333,22,15.8333333333333,"Ukn","KM"
"152","Br2 1","Ukn J",3,1.83333333333333,3,1.83333333333333,"Ukn","KNM"
"153","Br2 1","Ukn L",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"154","Br2 1","Ukn M",3,2.33333333333333,3,2.33333333333333,"Ukn","KNM"
"155","Br2 1","Ukn Q",4,2.16666666666667,4,2.4,"Ukn","KNM"
"156","Br2 1","Ukn S",5,2.5,5,2.5,"Ukn","KNM"
"157","Br2 1","Ukn U",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"158","Br2 1","Ukn X",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"159","Br2 1","Ukn Y",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"160","Br2 1","Ukn Z",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"161","Br2 2","Br3 1",3,2,3,2.2,"KNM","KNM"
"162","Br2 2","Br3 2",2,1.66666666666667,2,1.66666666666667,"KNM","KNM"
"163","Br2 2","Br4 1",3,2,3,2,"KNM","KNM"
"164","Br2 2","Br4 2",4,2,4,2,"KNM","KNM"
"165","Br2 2","Br5 1",4,2.33333333333333,4,2.33333333333333,"KNM","KNM"
"166","Br2 2","Br5 2",3,2,3,2,"KNM","KNM"
"167","Br2 2","Br6 1",3,2,3,2,"KNM","KNM"
"168","Br2 2","Br6 2",4,2,4,2,"KNM","KNM"
"169","Br2 2","Br7 1",4,2.16666666666667,4,2.16666666666667,"KNM","KNM"
"170","Br2 2","Br7 2",5,2.33333333333333,5,2.33333333333333,"KNM","KNM"
"171","Br2 2","Br8 1",4,2.33333333333333,4,2.33333333333333,"KNM","KNM"
"172","Br2 2","Br8 2",3,1.83333333333333,3,1.83333333333333,"KNM","KNM"
"173","Br2 2","Br9 1",4,2.33333333333333,4,2.33333333333333,"KNM","KNM"
"174","Br2 2","Br9 2",4,2.16666666666667,4,2.2,"KNM","KNM"
"175","Br2 2","Ukn B",3,1.83333333333333,3,1.8,"Ukn","KNM"
"176","Br2 2","Ukn C",3,1.83333333333333,3,1.83333333333333,"Ukn","KNM"
"177","Br2 2","Ukn D",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"178","Br2 2","Ukn E",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"179","Br2 2","Ukn F",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"180","Br2 2","Ukn H",21,16,21,16,"Ukn","KM"
"181","Br2 2","Ukn J",5,2.16666666666667,5,2.16666666666667,"Ukn","KNM"
"182","Br2 2","Ukn L",5,2.16666666666667,5,2.16666666666667,"Ukn","KNM"
"183","Br2 2","Ukn M",3,1.83333333333333,3,1.83333333333333,"Ukn","KNM"
"184","Br2 2","Ukn Q",3,2,3,2,"Ukn","KNM"
"185","Br2 2","Ukn S",3,1.66666666666667,3,1.66666666666667,"Ukn","KNM"
"186","Br2 2","Ukn U",3,2,3,2,"Ukn","KNM"
"187","Br2 2","Ukn X",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"188","Br2 2","Ukn Y",3,2,3,2,"Ukn","KNM"
"189","Br2 2","Ukn Z",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"190","Br3 1","Br3 2",18,10.6666666666667,18,12.4,"KM","KM"
"191","Br3 1","Br4 1",4,2.16666666666667,4,2.2,"KNM","KNM"
"192","Br3 1","Br4 2",4,2.16666666666667,4,2.2,"KNM","KNM"
"193","Br3 1","Br5 1",4,2,4,2.2,"KNM","KNM"
"194","Br3 1","Br5 2",4,2.33333333333333,3,2,"KNM","KNM"
"195","Br3 1","Br6 1",4,2.16666666666667,4,2.2,"KNM","KNM"
"196","Br3 1","Br6 2",3,2,3,2,"KNM","KNM"
"197","Br3 1","Br7 1",3,2.16666666666667,3,2.2,"KNM","KNM"
"198","Br3 1","Br7 2",4,2.33333333333333,4,2.2,"KNM","KNM"
"199","Br3 1","Br8 1",4,2.16666666666667,3,2.2,"KNM","KNM"
"200","Br3 1","Br8 2",4,2,3,2,"KNM","KNM"
"201","Br3 1","Br9 1",6,2.33333333333333,6,2.6,"KNM","KNM"
"202","Br3 1","Br9 2",4,2.66666666666667,4,2.75,"KNM","KNM"
"203","Br3 1","Ukn B",4,2.16666666666667,4,2,"Ukn","KNM"
"204","Br3 1","Ukn C",4,2.16666666666667,4,2,"Ukn","KNM"
"205","Br3 1","Ukn D",4,2.33333333333333,4,2.4,"Ukn","KNM"
"206","Br3 1","Ukn E",4,2.5,4,2.4,"Ukn","KNM"
"207","Br3 1","Ukn F",4,2.33333333333333,3,2.2,"Ukn","KNM"
"208","Br3 1","Ukn H",3,2,3,2.2,"Ukn","KNM"
"209","Br3 1","Ukn J",3,2.5,3,2.6,"Ukn","KNM"
"210","Br3 1","Ukn L",4,2.16666666666667,4,2.2,"Ukn","KNM"
"211","Br3 1","Ukn M",3,2.5,3,2.4,"Ukn","KNM"
"212","Br3 1","Ukn Q",4,2.16666666666667,3,2.25,"Ukn","KNM"
"213","Br3 1","Ukn S",19,12.5,19,14.4,"Ukn","KM"
"214","Br3 1","Ukn U",5,2.66666666666667,5,2.8,"Ukn","KNM"
"215","Br3 1","Ukn X",17,9.83333333333333,17,11.6,"Ukn","KM"
"216","Br3 1","Ukn Y",5,2,3,1.8,"Ukn","KNM"
"217","Br3 1","Ukn Z",4,2,4,2,"Ukn","KNM"
"218","Br3 2","Br4 1",4,2.33333333333333,4,2.33333333333333,"KNM","KNM"
"219","Br3 2","Br4 2",4,2,4,2,"KNM","KNM"
"220","Br3 2","Br5 1",3,2.66666666666667,3,2.66666666666667,"KNM","KNM"
"221","Br3 2","Br5 2",4,2.33333333333333,4,2.33333333333333,"KNM","KNM"
"222","Br3 2","Br6 1",5,2.83333333333333,5,2.83333333333333,"KNM","KNM"
"223","Br3 2","Br6 2",3,2.33333333333333,3,2.4,"KNM","KNM"
"224","Br3 2","Br7 1",4,2.5,4,2.5,"KNM","KNM"
"225","Br3 2","Br7 2",4,2.5,4,2.5,"KNM","KNM"
"226","Br3 2","Br8 1",7,2.5,7,2.5,"KNM","KNM"
"227","Br3 2","Br8 2",4,2.16666666666667,4,2.16666666666667,"KNM","KNM"
"228","Br3 2","Br9 1",3,2,3,2,"KNM","KNM"
"229","Br3 2","Br9 2",4,2.16666666666667,4,2.4,"KNM","KNM"
"230","Br3 2","Ukn B",3,2.16666666666667,3,2,"Ukn","KNM"
"231","Br3 2","Ukn C",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"232","Br3 2","Ukn D",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"233","Br3 2","Ukn E",4,2.5,4,2.5,"Ukn","KNM"
"234","Br3 2","Ukn F",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"235","Br3 2","Ukn H",3,2,3,2,"Ukn","KNM"
"236","Br3 2","Ukn J",4,3,4,3,"Ukn","KNM"
"237","Br3 2","Ukn L",4,2.66666666666667,4,2.66666666666667,"Ukn","KNM"
"238","Br3 2","Ukn M",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"239","Br3 2","Ukn Q",4,2,4,2,"Ukn","KNM"
"240","Br3 2","Ukn S",19,11,19,11,"Ukn","KM"
"241","Br3 2","Ukn U",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"242","Br3 2","Ukn X",23,11,23,11,"Ukn","KM"
"243","Br3 2","Ukn Y",5,2.33333333333333,5,2.33333333333333,"Ukn","KNM"
"244","Br3 2","Ukn Z",3,1.83333333333333,3,1.83333333333333,"Ukn","KNM"
"245","Br4 1","Br4 2",18,12.8333333333333,18,12.8333333333333,"KM","KM"
"246","Br4 1","Br5 1",5,2.5,5,2.5,"KNM","KNM"
"247","Br4 1","Br5 2",4,2.16666666666667,4,2.16666666666667,"KNM","KNM"
"248","Br4 1","Br6 1",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"249","Br4 1","Br6 2",3,2,3,2,"KNM","KNM"
"250","Br4 1","Br7 1",5,2.5,5,2.5,"KNM","KNM"
"251","Br4 1","Br7 2",4,2.16666666666667,4,2.16666666666667,"KNM","KNM"
"252","Br4 1","Br8 1",3,2,3,2,"KNM","KNM"
"253","Br4 1","Br8 2",3,2,3,2,"KNM","KNM"
"254","Br4 1","Br9 1",4,2.16666666666667,4,2.16666666666667,"KNM","KNM"
"255","Br4 1","Br9 2",3,1.83333333333333,3,2,"KNM","KNM"
"256","Br4 1","Ukn B",15,9.5,15,11,"Ukn","KM"
"257","Br4 1","Ukn C",4,2,4,2,"Ukn","KNM"
"258","Br4 1","Ukn D",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"259","Br4 1","Ukn E",3,2.33333333333333,3,2.33333333333333,"Ukn","KNM"
"260","Br4 1","Ukn F",6,2.5,6,2.5,"Ukn","KNM"
"261","Br4 1","Ukn H",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"262","Br4 1","Ukn J",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"263","Br4 1","Ukn L",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"264","Br4 1","Ukn M",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"265","Br4 1","Ukn Q",5,2.16666666666667,5,2.4,"Ukn","KNM"
"266","Br4 1","Ukn S",5,2.33333333333333,5,2.33333333333333,"Ukn","KNM"
"267","Br4 1","Ukn U",4,2,4,2,"Ukn","KNM"
"268","Br4 1","Ukn X",3,2,3,2,"Ukn","KNM"
"269","Br4 1","Ukn Y",4,2.5,4,2.5,"Ukn","KNM"
"270","Br4 1","Ukn Z",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"271","Br4 2","Br5 1",7,2.66666666666667,7,2.66666666666667,"KNM","KNM"
"272","Br4 2","Br5 2",4,2.66666666666667,4,2.66666666666667,"KNM","KNM"
"273","Br4 2","Br6 1",4,2.16666666666667,4,2.16666666666667,"KNM","KNM"
"274","Br4 2","Br6 2",4,2.5,4,2.4,"KNM","KNM"
"275","Br4 2","Br7 1",4,2.5,4,2.5,"KNM","KNM"
"276","Br4 2","Br7 2",7,3.33333333333333,7,3.33333333333333,"KNM","KNM"
"277","Br4 2","Br8 1",4,2.5,4,2.5,"KNM","KNM"
"278","Br4 2","Br8 2",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"279","Br4 2","Br9 1",5,2.33333333333333,5,2.33333333333333,"KNM","KNM"
"280","Br4 2","Br9 2",3,2.16666666666667,3,2.2,"KNM","KNM"
"281","Br4 2","Ukn B",12,8.16666666666667,12,9.4,"Ukn","KM"
"282","Br4 2","Ukn C",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"283","Br4 2","Ukn D",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"284","Br4 2","Ukn E",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"285","Br4 2","Ukn F",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"286","Br4 2","Ukn H",4,2,4,2,"Ukn","KNM"
"287","Br4 2","Ukn J",3,2.33333333333333,3,2.33333333333333,"Ukn","KNM"
"288","Br4 2","Ukn L",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"289","Br4 2","Ukn M",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"290","Br4 2","Ukn Q",3,2.5,3,2.4,"Ukn","KNM"
"291","Br4 2","Ukn S",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"292","Br4 2","Ukn U",4,2.5,4,2.5,"Ukn","KNM"
"293","Br4 2","Ukn X",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"294","Br4 2","Ukn Y",3,2.33333333333333,3,2.33333333333333,"Ukn","KNM"
"295","Br4 2","Ukn Z",5,2.66666666666667,5,2.66666666666667,"Ukn","KNM"
"296","Br5 1","Br5 2",24,14.5,24,14.5,"KM","KM"
"297","Br5 1","Br6 1",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"298","Br5 1","Br6 2",3,2,3,2.2,"KNM","KNM"
"299","Br5 1","Br7 1",4,2,4,2,"KNM","KNM"
"300","Br5 1","Br7 2",4,1.83333333333333,4,1.83333333333333,"KNM","KNM"
"301","Br5 1","Br8 1",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"302","Br5 1","Br8 2",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"303","Br5 1","Br9 1",3,2,3,2,"KNM","KNM"
"304","Br5 1","Br9 2",3,1.83333333333333,3,1.8,"KNM","KNM"
"305","Br5 1","Ukn B",4,2.33333333333333,4,2.4,"Ukn","KNM"
"306","Br5 1","Ukn C",3,2,3,2,"Ukn","KNM"
"307","Br5 1","Ukn D",21,15.3333333333333,21,15.3333333333333,"Ukn","KM"
"308","Br5 1","Ukn E",3,2,3,2,"Ukn","KNM"
"309","Br5 1","Ukn F",6,2.66666666666667,6,2.66666666666667,"Ukn","KNM"
"310","Br5 1","Ukn H",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"311","Br5 1","Ukn J",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"312","Br5 1","Ukn L",3,2,3,2,"Ukn","KNM"
"313","Br5 1","Ukn M",4,2,4,2,"Ukn","KNM"
"314","Br5 1","Ukn Q",4,2.16666666666667,4,2,"Ukn","KNM"
"315","Br5 1","Ukn S",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"316","Br5 1","Ukn U",4,2.33333333333333,4,2.33333333333333,"Ukn","KNM"
"317","Br5 1","Ukn X",3,1.83333333333333,3,1.83333333333333,"Ukn","KNM"
"318","Br5 1","Ukn Y",3,1.83333333333333,3,1.83333333333333,"Ukn","KNM"
"319","Br5 1","Ukn Z",18,11.3333333333333,18,11.3333333333333,"Ukn","KM"
"320","Br5 2","Br6 1",4,2,4,2,"KNM","KNM"
"321","Br5 2","Br6 2",4,2.16666666666667,4,2.4,"KNM","KNM"
"322","Br5 2","Br7 1",3,2.16666666666667,3,2.16666666666667,"KNM","KNM"
"323","Br5 2","Br7 2",4,2.16666666666667,4,2.16666666666667,"KNM","KNM"
"324","Br5 2","Br8 1",3,2,3,2,"KNM","KNM"
"325","Br5 2","Br8 2",3,1.66666666666667,3,1.66666666666667,"KNM","KNM"
"326","Br5 2","Br9 1",4,2.33333333333333,4,2.33333333333333,"KNM","KNM"
"327","Br5 2","Br9 2",4,2.16666666666667,4,2.2,"KNM","KNM"
"328","Br5 2","Ukn B",4,2,3,2.2,"Ukn","KNM"
"329","Br5 2","Ukn C",4,2.16666666666667,4,2.16666666666667,"Ukn","KNM"
"330","Br5 2","Ukn D",22,13.8333333333333,22,13.8333333333333,"Ukn","KM"
"331","Br5 2","Ukn E",5,2.66666666666667,5,2.66666666666667,"Ukn","KNM"
"332","Br5 2","Ukn F",6,3.33333333333333,6,3.33333333333333,"Ukn","KNM"
"333","Br5 2","Ukn H",4,2.5,4,2.5,"Ukn","KNM"
"334","Br5 2","Ukn J",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
"335","Br5 2","Ukn L",3,2.16666666666667,3,2.16666666666667,"Ukn","KNM"
