"","bullet1","bullet2","cmps.max","cmps.maxbar","cmps.max.m","cmps.maxbar.m","type","type_truth"
"469","Br9 1","Ukn M",6,4.83333333333333,6,4.83333333333333,"Ukn","KNM"
"470","Br9 1","Ukn Q",7,4.5,7,4.6,"Ukn","KNM"
"471","Br9 1","Ukn S",7,4.66666666666667,7,4.66666666666667,"Ukn","KNM"
"472","Br9 1","Ukn U",22,15.6666666666667,22,15.6666666666667,"Ukn","KM"
"473","Br9 1","Ukn X",7,4.83333333333333,7,4.83333333333333,"Ukn","KNM"
"474","Br9 1","Ukn Y",8,4.16666666666667,8,4.16666666666667,"Ukn","KNM"
"475","Br9 1","Ukn Z",7,4.33333333333333,7,4.33333333333333,"Ukn","KNM"
"476","Br9 2","Ukn B",7,4.83333333333333,7,4.75,"Ukn","KNM"
"477","Br9 2","Ukn C",8,4.83333333333333,8,4.4,"Ukn","KNM"
"478","Br9 2","Ukn D",8,4.66666666666667,8,5,"Ukn","KNM"
"479","Br9 2","Ukn E",6,5.16666666666667,6,5.2,"Ukn","KNM"
"480","Br9 2","Ukn F",8,4.66666666666667,8,5,"Ukn","KNM"
"481","Br9 2","Ukn H",8,4.66666666666667,8,4.8,"Ukn","KNM"
"482","Br9 2","Ukn J",10,4.83333333333333,10,5.2,"Ukn","KNM"
"483","Br9 2","Ukn L",10,5.16666666666667,9,5.4,"Ukn","KNM"
"484","Br9 2","Ukn M",8,5.33333333333333,8,5.4,"Ukn","KNM"
"485","Br9 2","Ukn Q",8,5.16666666666667,8,5.25,"Ukn","KNM"
"486","Br9 2","Ukn S",7,5.16666666666667,7,4.8,"Ukn","KNM"
"487","Br9 2","Ukn U",23,16.3333333333333,23,17.4,"Ukn","KM"
"488","Br9 2","Ukn X",8,5,8,5.2,"Ukn","KNM"
"489","Br9 2","Ukn Y",7,4.83333333333333,7,5,"Ukn","KNM"
"490","Br9 2","Ukn Z",8,5.33333333333333,8,5.4,"Ukn","KNM"
"491","Ukn B","Ukn C",8,4.83333333333333,8,4.8,"Ukn","KNM"
"492","Ukn B","Ukn D",6,4.66666666666667,6,4.4,"Ukn","KNM"
"493","Ukn B","Ukn E",8,4.83333333333333,8,5,"Ukn","KNM"
"494","Ukn B","Ukn F",6,4.16666666666667,6,4.2,"Ukn","KNM"
"495","Ukn B","Ukn H",8,5.33333333333333,8,5.6,"Ukn","KNM"
"496","Ukn B","Ukn J",7,4.66666666666667,7,4.6,"Ukn","KNM"
"497","Ukn B","Ukn L",7,4.83333333333333,7,5.2,"Ukn","KNM"
"498","Ukn B","Ukn M",7,5,7,5.4,"Ukn","KNM"
"499","Ukn B","Ukn Q",8,5,8,4.75,"Ukn","KNM"
"500","Ukn B","Ukn S",8,4.66666666666667,6,4.4,"Ukn","KNM"
"501","Ukn B","Ukn U",8,5,8,5.2,"Ukn","KNM"
"502","Ukn B","Ukn X",8,4.66666666666667,8,5,"Ukn","KNM"
"503","Ukn B","Ukn Y",7,5.16666666666667,7,4.8,"Ukn","KNM"
"504","Ukn B","Ukn Z",7,4.5,7,4.6,"Ukn","KNM"
"505","Ukn C","Ukn D",10,6,10,6,"Ukn","KNM"
"506","Ukn C","Ukn E",9,5.33333333333333,9,5.33333333333333,"Ukn","KNM"
"507","Ukn C","Ukn F",22,17.3333333333333,22,17.3333333333333,"Ukn","KM"
"508","Ukn C","Ukn H",6,4.33333333333333,6,4.33333333333333,"Ukn","KNM"
"509","Ukn C","Ukn J",7,4.66666666666667,7,4.66666666666667,"Ukn","KNM"
"510","Ukn C","Ukn L",7,4.83333333333333,7,4.83333333333333,"Ukn","KNM"
"511","Ukn C","Ukn M",7,4.83333333333333,7,4.83333333333333,"Ukn","KNM"
"512","Ukn C","Ukn Q",8,4.5,7,4.6,"Ukn","KNM"
"513","Ukn C","Ukn S",6,4.66666666666667,6,4.66666666666667,"Ukn","KNM"
"514","Ukn C","Ukn U",7,5,7,5,"Ukn","KNM"
"515","Ukn C","Ukn X",8,4.66666666666667,8,4.66666666666667,"Ukn","KNM"
"516","Ukn C","Ukn Y",6,4.83333333333333,6,4.83333333333333,"Ukn","KNM"
"517","Ukn C","Ukn Z",8,5.66666666666667,8,5.66666666666667,"Ukn","KNM"
"518","Ukn D","Ukn E",8,5.33333333333333,8,5.33333333333333,"Ukn","KNM"
"519","Ukn D","Ukn F",7,5.16666666666667,7,5.16666666666667,"Ukn","KNM"
"520","Ukn D","Ukn H",7,5,7,5,"Ukn","KNM"
"521","Ukn D","Ukn J",7,5.5,7,5.5,"Ukn","KNM"
"522","Ukn D","Ukn L",10,5,10,5,"Ukn","KNM"
"523","Ukn D","Ukn M",7,4.83333333333333,7,4.83333333333333,"Ukn","KNM"
"524","Ukn D","Ukn Q",7,5.33333333333333,7,5.6,"Ukn","KNM"
"525","Ukn D","Ukn S",7,4.5,7,4.5,"Ukn","KNM"
"526","Ukn D","Ukn U",7,5.5,7,5.5,"Ukn","KNM"
"527","Ukn D","Ukn X",7,5.16666666666667,7,5.16666666666667,"Ukn","KNM"
"528","Ukn D","Ukn Y",7,5.16666666666667,7,5.16666666666667,"Ukn","KNM"
"529","Ukn D","Ukn Z",22,15.1666666666667,22,15.1666666666667,"Ukn","KM"
"530","Ukn E","Ukn F",7,5.16666666666667,7,5.16666666666667,"Ukn","KNM"
"531","Ukn E","Ukn H",7,4.33333333333333,7,4.33333333333333,"Ukn","KNM"
"532","Ukn E","Ukn J",7,5.16666666666667,7,5.16666666666667,"Ukn","KNM"
"533","Ukn E","Ukn L",6,4.5,6,4.5,"Ukn","KNM"
"534","Ukn E","Ukn M",22,15.6666666666667,22,15.6666666666667,"Ukn","KM"
"535","Ukn E","Ukn Q",7,5.5,7,5.6,"Ukn","KNM"
"536","Ukn E","Ukn S",6,4.66666666666667,6,4.66666666666667,"Ukn","KNM"
"537","Ukn E","Ukn U",7,5,7,5,"Ukn","KNM"
"538","Ukn E","Ukn X",7,4.16666666666667,7,4.16666666666667,"Ukn","KNM"
"539","Ukn E","Ukn Y",23,15.8333333333333,23,15.8333333333333,"Ukn","KM"
"540","Ukn E","Ukn Z",8,4.66666666666667,8,4.66666666666667,"Ukn","KNM"
"541","Ukn F","Ukn H",8,4.5,8,4.5,"Ukn","KNM"
"542","Ukn F","Ukn J",7,4.66666666666667,7,4.66666666666667,"Ukn","KNM"
"543","Ukn F","Ukn L",8,4.66666666666667,8,4.66666666666667,"Ukn","KNM"
"544","Ukn F","Ukn M",6,4.66666666666667,6,4.66666666666667,"Ukn","KNM"
"545","Ukn F","Ukn Q",8,4.83333333333333,8,5,"Ukn","KNM"
"546","Ukn F","Ukn S",8,5.33333333333333,8,5.33333333333333,"Ukn","KNM"
"547","Ukn F","Ukn U",7,4.83333333333333,7,4.83333333333333,"Ukn","KNM"
"548","Ukn F","Ukn X",8,5.16666666666667,8,5.16666666666667,"Ukn","KNM"
"549","Ukn F","Ukn Y",8,5.16666666666667,8,5.16666666666667,"Ukn","KNM"
"550","Ukn F","Ukn Z",7,4.33333333333333,7,4.33333333333333,"Ukn","KNM"
"551","Ukn H","Ukn J",8,4.33333333333333,8,4.33333333333333,"Ukn","KNM"
"552","Ukn H","Ukn L",6,4.5,6,4.5,"Ukn","KNM"
"553","Ukn H","Ukn M",7,4.66666666666667,7,4.66666666666667,"Ukn","KNM"
"554","Ukn H","Ukn Q",7,4.83333333333333,7,4.8,"Ukn","KNM"
"555","Ukn H","Ukn S",7,4.33333333333333,7,4.33333333333333,"Ukn","KNM"
"556","Ukn H","Ukn U",8,5.16666666666667,8,5.16666666666667,"Ukn","KNM"
"557","Ukn H","Ukn X",6,4.33333333333333,6,4.33333333333333,"Ukn","KNM"
"558","Ukn H","Ukn Y",6,4.16666666666667,6,4.16666666666667,"Ukn","KNM"
"559","Ukn H","Ukn Z",7,5,7,5,"Ukn","KNM"
"560","Ukn J","Ukn L",11,5,11,5,"Ukn","KNM"
"561","Ukn J","Ukn M",6,4.16666666666667,6,4.16666666666667,"Ukn","KNM"
"562","Ukn J","Ukn Q",8,4.83333333333333,6,4.6,"Ukn","KNM"
"563","Ukn J","Ukn S",6,4.66666666666667,6,4.66666666666667,"Ukn","KNM"
"564","Ukn J","Ukn U",8,4.83333333333333,8,4.83333333333333,"Ukn","KNM"
"565","Ukn J","Ukn X",6,4.16666666666667,6,4.16666666666667,"Ukn","KNM"
"566","Ukn J","Ukn Y",7,4.5,7,4.5,"Ukn","KNM"
"567","Ukn J","Ukn Z",8,5,8,5,"Ukn","KNM"
"568","Ukn L","Ukn M",6,4.83333333333333,6,4.83333333333333,"Ukn","KNM"
"569","Ukn L","Ukn Q",7,4.5,7,4.4,"Ukn","KNM"
"570","Ukn L","Ukn S",9,5.5,9,5.5,"Ukn","KNM"
"571","Ukn L","Ukn U",8,5.33333333333333,8,5.33333333333333,"Ukn","KNM"
"572","Ukn L","Ukn X",7,5.33333333333333,7,5.33333333333333,"Ukn","KNM"
"573","Ukn L","Ukn Y",6,4.5,6,4.5,"Ukn","KNM"
"574","Ukn L","Ukn Z",7,4.83333333333333,7,4.83333333333333,"Ukn","KNM"
"575","Ukn M","Ukn Q",7,5.66666666666667,7,5.8,"Ukn","KNM"
"576","Ukn M","Ukn S",8,4.5,8,4.5,"Ukn","KNM"
"577","Ukn M","Ukn U",9,4.83333333333333,9,4.83333333333333,"Ukn","KNM"
"578","Ukn M","Ukn X",7,4.66666666666667,7,4.66666666666667,"Ukn","KNM"
"579","Ukn M","Ukn Y",20,11.8333333333333,20,11.8333333333333,"Ukn","KM"
"580","Ukn M","Ukn Z",7,4.33333333333333,7,4.33333333333333,"Ukn","KNM"
"581","Ukn Q","Ukn S",7,4.66666666666667,7,4.8,"Ukn","KNM"
"582","Ukn Q","Ukn U",8,5.5,8,5.6,"Ukn","KNM"
"583","Ukn Q","Ukn X",10,5.5,10,6,"Ukn","KNM"
"584","Ukn Q","Ukn Y",8,5.16666666666667,8,5.2,"Ukn","KNM"
"585","Ukn Q","Ukn Z",7,4.33333333333333,7,4.6,"Ukn","KNM"
"586","Ukn S","Ukn U",8,5,8,5,"Ukn","KNM"
"587","Ukn S","Ukn X",22,14.3333333333333,22,14.3333333333333,"Ukn","KM"
"588","Ukn S","Ukn Y",7,4.66666666666667,7,4.66666666666667,"Ukn","KNM"
"589","Ukn S","Ukn Z",7,4.66666666666667,7,4.66666666666667,"Ukn","KNM"
"590","Ukn U","Ukn X",7,5.16666666666667,7,5.16666666666667,"Ukn","KNM"
"591","Ukn U","Ukn Y",8,5,8,5,"Ukn","KNM"
"592","Ukn U","Ukn Z",8,5,8,5,"Ukn","KNM"
"593","Ukn X","Ukn Y",8,5.16666666666667,8,5.16666666666667,"Ukn","KNM"
"594","Ukn X","Ukn Z",7,4.5,7,4.5,"Ukn","KNM"
"595","Ukn Y","Ukn Z",7,5.33333333333333,7,5.33333333333333,"Ukn","KNM"
